subsample,reg_lambda,reg_alpha,min_child_weight,max_depth,gamma,eta,colsample_bytree,train_rmsle,valid_rmsle,test_rmsle,train_r2score,valid_r2score,test_r2score
0.7,5.0,5.0,5,13,0.5,0.5,0.3,0.23800378474855988,0.24735868906316,0.2459396963001518,0.8254969769617044,0.8113516744265729,0.8134793988260165
0.9,1.0,0.0,2,3,2.0,0.5,0.9,0.25377039966446907,0.25470124749001705,0.2541025603901247,0.801611197632827,0.7999858330287454,0.8008924978979599
0.9,0.1,1.0,10,3,0.25,0.1,0.9,0.24166180201499976,0.24364325810641577,0.2426418600224763,0.8200916802206715,0.8169762664070004,0.818448017890925
0.9,1.0,100.0,20,7,0.25,0.05,0.7,0.2409996618223113,0.24306286495561238,0.24233323329445303,0.821076207615298,0.8178472053346116,0.8189095718829862
0.9,10.0,100.0,20,13,0.5,0.1,0.7,0.23858212132655263,0.2415936147927402,0.24092811921043236,0.824647880396082,0.8200426797710993,0.8210035068709454
0.7,100.0,0.1,50,5,0.25,0.3,0.5,0.22744374550706148,0.23395447378342416,0.23289513121794264,0.840638567252597,0.8312431841625153,0.8327406669333165
0.9,1.0,10.0,20,13,0.25,0.1,0.5,0.2228305871437361,0.23197007365725494,0.2312675150409074,0.8470375477007628,0.8340938312303806,0.8350703225556702
0.8,0.01,100.0,5,5,0.5,0.1,0.3,0.24985587554953081,0.2510202196248167,0.25047917849623463,0.8076844675242674,0.8057253997366053,0.806530369496166
0.8,1.0,100.0,50,13,1.0,0.01,0.1,0.2561034706374143,0.25724152007019546,0.2567926247625758,0.7979466030533995,0.7959762395224667,0.7966544679221881
0.7,0.01,0.0,5,13,0.1,0.5,0.9,0.1722256229591399,0.2551710576381092,0.2553299129905001,0.9086242915744338,0.7992472787304923,0.7989644158362993
0.8,0.0,100.0,100,9,0.5,0.01,0.3,0.24428379923399657,0.24604324236680983,0.24559030888712988,0.8161665405929533,0.8133527924954508,0.8140089730409801
0.9,0.0,10.0,5,9,0.25,0.3,0.5,0.2300758119495559,0.2369022977029267,0.23641552928336143,0.8369288420541056,0.8269637241505934,0.8276459303438041
0.9,0.0,0.1,5,11,0.25,0.5,0.9,0.213506060525175,0.24121972489766946,0.24064249657932013,0.8595713751659297,0.8205992520890923,0.8214276594741023
0.7,10.0,10.0,2,9,2.0,0.3,0.1,0.25349889658646557,0.25516443801346955,0.2544784642196109,0.8020354737270876,0.7992576944134877,0.8003029671732779
0.8,0.01,1.0,2,9,2.0,0.1,0.5,0.24207662435536864,0.24504662664027535,0.24419889595346728,0.8194735101801348,0.8148617858407424,0.8161104991334415
